,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.00340669066645205,0.00243368954397738
1,-1.8333332538604736,0.0,0.0
2,-1.1666667461395264,0.0,0.0
3,-0.49999988079071045,0.003676538122817874,0.0025147348642349243
4,0.16666662693023682,0.013139740563929081,0.004871157929301262
5,0.8333334922790527,0.011925348080694675,0.00462499912828207
6,1.5000001192092896,0.021848371252417564,0.0054326788522303104
7,2.1666667461395264,0.019550342112779617,0.005147706717252731
8,2.8333334922790527,0.022776449099183083,0.005301840603351593
9,3.5,0.024163344874978065,0.005227938294410706
10,4.1666669845581055,0.02054653689265251,0.004839099943637848
11,4.833333492279053,0.02185075916349888,0.004911591298878193
12,5.5,0.02346041053533554,0.0049379668198525906
13,6.1666669845581055,0.02471882291138172,0.005065150558948517
14,6.833333492279053,0.024783149361610413,0.00484901387244463
15,7.5,0.030147723853588104,0.00491485046222806
