,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.03316749259829521,0.009510221891105175
1,-1.8333332538604736,0.03454231098294258,0.009620008058845997
2,-1.1666667461395264,0.02849002741277218,0.009082651697099209
3,-0.49999988079071045,0.02460024319589138,0.008646778762340546
4,0.16666662693023682,0.02666666731238365,0.00888888817280531
5,0.8333334922790527,0.028860026970505714,0.009119926020503044
6,1.5000001192092896,0.03189792484045029,0.009402913972735405
7,2.1666667461395264,0.03401360288262367,0.009578543715178967
8,2.8333334922790527,0.034188032150268555,0.009592324495315552
9,3.5,0.036231879144907,0.009746587835252285
10,4.1666669845581055,0.03809523582458496,0.00987654272466898
11,4.833333492279053,0.03787878528237343,0.009861932136118412
12,5.5,0.038759686052799225,0.009920634329319
13,6.1666669845581055,0.039920154958963394,0.009995002299547195
14,6.833333492279053,0.039215683937072754,0.009950248524546623
15,7.5,0.039682537317276,0.009980038739740849
