,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.07321716,0.0206778
1,-1.8333333,0.05884891,0.018724926
2,-1.1666667,0.037845336,0.015499079
3,-0.49999988,0.038620476,0.015191546
4,0.16666663,0.045511086,0.015772963
5,0.8333335,0.046569385,0.015649369
6,1.5000001,0.05702771,0.016582672
7,2.1666667,0.06111846,0.01680326
8,2.8333335,0.06706008,0.017309321
9,3.5,0.066542454,0.01724362
10,4.166667,0.06899248,0.017566435
11,4.8333335,0.07071302,0.017691795
12,5.5,0.07443614,0.01799424
13,6.166667,0.0698926,0.01775429
14,6.8333335,0.07181844,0.017938787
15,7.5,0.073047794,0.018143743
