model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,tuning_integrator_steps,ESS
Rosenbrock,36,mclmc:st3,15.797706604003906,0.544066309928894,mclachlan,standard,1.0,True,0,0.009218289516866207,inf,inf,inf,400000,128,False,2,20000,-1.0,0.0015923567116260529
Rosenbrock,36,mclmc:st3,17.393497467041016,0.22665730118751526,velocity_verlet,standard,1.0,True,0,0.006976906210184097,inf,inf,inf,400000,128,False,2,20000,-1.0,0.0012149044778198004
