model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_log_35939,100,adjusted_mclmc:0.90.5,58.750892639160156,1.324629545211792,mclachlan,standard,0.8987162113189697,False,0.0,0.0030013988725841045,inf,inf,inf,40000,128,max,3,0.00035561597906053066
Gaussian_log_35939,100,adjusted_mclmc:0.91.3,54.07563018798828,1.3287339210510254,mclachlan,standard,0.9004353284835815,False,0.0,0.0032313631381839514,inf,inf,inf,40000,128,avg,3,0.0003633968881331384
Gaussian_log_35939,100,adjusted_mclmc:0.90.5,57.92169952392578,1.2833294868469238,mclachlan,standard,0.9001295566558838,False,0.8,0.003979552071541548,inf,inf,inf,40000,128,max,3,0.0002720225020311773
Gaussian_log_35939,100,adjusted_mclmc:0.91.3,53.587982177734375,1.2921090126037598,mclachlan,standard,0.9000107645988464,False,0.8,0.003937481436878443,inf,inf,inf,40000,128,avg,3,0.000266800110694021
Gaussian_log_35939,100,nuts,0.0,0.0,velocity_verlet,standard,0.8078466653823853,False,0.0,0.0008190994267351925,inf,inf,inf,40000,128,,-1,0.00011361015640432015
