model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,ESS
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.444373369216919,mclachlan,standard,0.9123510122299194,True,0.0,0.013634356670081615,inf,inf,inf,20000,128,max,2,500,0.0032052232418209314
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.219517230987549,mclachlan,standard,0.9053472876548767,True,0.0,0.018977602943778038,inf,inf,inf,20000,128,max,2,1000,0.0036711744032800198
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.2839927673339844,mclachlan,standard,0.8776549696922302,True,0.0,0.019773870706558228,inf,inf,inf,20000,128,max,2,5000,0.0036037161480635405
Brownian,32,adjusted_mclmc:0.91.0,1.909921407699585,0.2864486575126648,mclachlan,standard,0.9228935241699219,False,0.0,0.028585752472281456,inf,inf,inf,20000,128,max,2,500,0.0049239532090723515
Brownian,32,adjusted_mclmc:0.91.0,1.9588758945465088,0.3022648096084595,mclachlan,standard,0.9119982719421387,False,0.0,0.031936582177877426,inf,inf,inf,20000,128,max,2,1000,0.004753537476062775
Brownian,32,adjusted_mclmc:0.91.0,2.0746445655822754,0.32506904006004333,mclachlan,standard,0.8943328857421875,False,0.0,0.028260348364710808,inf,inf,inf,20000,128,max,2,5000,0.004857247229665518
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.276845932006836,mclachlan,standard,0.9234161972999573,True,0.0,0.014088410884141922,inf,inf,inf,20000,128,avg,2,500,0.0030509931966662407
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.2394919395446777,mclachlan,standard,0.904675304889679,True,0.0,0.016596416011452675,inf,inf,inf,20000,128,avg,2,1000,0.004433979745954275
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.263831377029419,mclachlan,standard,0.881015956401825,True,0.0,0.022164396941661835,inf,inf,inf,20000,128,avg,2,5000,0.004345099441707134
Brownian,32,adjusted_mclmc:0.91.3,0.9618780016899109,0.3262464106082916,mclachlan,standard,0.907570481300354,False,0.0,0.02200358361005783,inf,inf,inf,20000,128,avg,2,500,0.00382762448862195
Brownian,32,adjusted_mclmc:0.91.3,1.022942066192627,0.34507474303245544,mclachlan,standard,0.9017288088798523,False,0.0,0.02381526678800583,inf,inf,inf,20000,128,avg,2,1000,0.003743499983102083
Brownian,32,adjusted_mclmc:0.91.3,1.062264084815979,0.3696537911891937,mclachlan,standard,0.8741358518600464,False,0.0,0.02487967349588871,inf,inf,inf,20000,128,avg,2,5000,0.003389561315998435
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.2550737857818604,velocity_verlet,standard,0.9135054349899292,True,0.0,0.016510797664523125,inf,inf,inf,20000,128,max,2,500,0.0034711305052042007
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.1565940380096436,velocity_verlet,standard,0.9088555574417114,True,0.0,0.01938842423260212,inf,inf,inf,20000,128,max,2,1000,0.003510361537337303
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.1783332824707031,velocity_verlet,standard,0.8930214047431946,True,0.0,0.01849990151822567,inf,inf,inf,20000,128,max,2,5000,0.004248211160302162
Brownian,32,adjusted_mclmc:0.91.0,1.8952146768569946,0.15267473459243774,velocity_verlet,standard,0.9075962901115417,False,0.0,0.02753264084458351,inf,inf,inf,20000,128,max,2,500,0.0042759026400744915
Brownian,32,adjusted_mclmc:0.91.0,2.072305202484131,0.15331679582595825,velocity_verlet,standard,0.9045482873916626,False,0.0,0.03043724223971367,inf,inf,inf,20000,128,max,2,1000,0.004855270963162184
Brownian,32,adjusted_mclmc:0.91.0,2.1661362648010254,0.16163738071918488,velocity_verlet,standard,0.8911478519439697,False,0.0,0.03436380997300148,inf,inf,inf,20000,128,max,2,5000,0.005219201557338238
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.276609182357788,velocity_verlet,standard,0.9146235585212708,True,0.0,0.019357115030288696,inf,inf,inf,20000,128,avg,2,500,0.0032451811712235212
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.2438056468963623,velocity_verlet,standard,0.8992887735366821,True,0.0,0.02001977525651455,inf,inf,inf,20000,128,avg,2,1000,0.0037932205013930798
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.1572240591049194,velocity_verlet,standard,0.8806747794151306,True,0.0,0.02049560472369194,inf,inf,inf,20000,128,avg,2,5000,0.005024035461246967
Brownian,32,adjusted_mclmc:0.91.3,0.9471542835235596,0.16433174908161163,velocity_verlet,standard,0.9047765135765076,False,0.0,0.019731109961867332,inf,inf,inf,20000,128,avg,2,500,0.002747815568000078
Brownian,32,adjusted_mclmc:0.91.3,0.9969930648803711,0.16841468214988708,velocity_verlet,standard,0.8993471264839172,False,0.0,0.02328840270638466,inf,inf,inf,20000,128,avg,2,1000,0.0035355982836335897
