model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,ESS
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.3608181476593018,mclachlan,standard,0.9108462333679199,True,0.0,0.015736496075987816,inf,inf,inf,20000,128,max,2,500,0.0034803764428943396
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.2893967628479004,mclachlan,standard,0.902870774269104,True,0.0,0.017602941021323204,inf,inf,inf,20000,128,max,2,1000,0.0036312032025307417
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,2.254370927810669,mclachlan,standard,0.8761851787567139,True,0.0,0.01890873908996582,inf,inf,inf,20000,128,max,2,5000,0.004262926522642374
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.226778984069824,mclachlan,standard,0.9235815405845642,True,0.0,0.01632547751069069,inf,inf,inf,20000,128,avg,2,500,0.0030589320231229067
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.2156481742858887,mclachlan,standard,0.9046354293823242,True,0.0,0.01925179921090603,inf,inf,inf,20000,128,avg,2,1000,0.0035291959065943956
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,2.2751541137695312,mclachlan,standard,0.8761433362960815,True,0.0,0.01832897774875164,inf,inf,inf,20000,128,avg,2,5000,0.0037447786889970303
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.2316937446594238,velocity_verlet,standard,0.9149765968322754,True,0.0,0.01740027777850628,inf,inf,inf,20000,128,max,2,500,0.00316466367803514
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.2481904029846191,velocity_verlet,standard,0.9020899534225464,True,0.0,0.020949112251400948,inf,inf,inf,20000,128,max,2,1000,0.004142340738326311
Brownian,32,adjusted_mclmc:0.91.0,5.656854152679443,1.1899652481079102,velocity_verlet,standard,0.8897465467453003,True,0.0,0.025050746276974678,inf,inf,inf,20000,128,max,2,5000,0.004247735254466534
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.2333564758300781,velocity_verlet,standard,0.9185646772384644,True,0.0,0.016747593879699707,inf,inf,inf,20000,128,avg,2,500,0.003611475694924593
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.2117457389831543,velocity_verlet,standard,0.903571367263794,True,0.0,0.019616609439253807,inf,inf,inf,20000,128,avg,2,1000,0.004231113474816084
Brownian,32,adjusted_mclmc:0.91.3,5.656854152679443,1.180264949798584,velocity_verlet,standard,0.8933988809585571,True,0.0,0.02319185622036457,inf,inf,inf,20000,128,avg,2,5000,0.00463522132486105
