model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,ESS
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,5.674992084503174,mclachlan,standard,0.9918373227119446,True,0.0,7.112749153748155e-05,inf,inf,inf,120000,128,max,2,500,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,6.278833866119385,mclachlan,standard,0.9533721208572388,True,0.0,0.0004620773543138057,inf,inf,inf,120000,128,max,2,1000,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,5.130214691162109,mclachlan,standard,0.9011811017990112,True,0.0,0.001461403095163405,inf,inf,inf,120000,128,max,2,5000,0.00010290465434081852
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,5.52937126159668,mclachlan,standard,0.9914966225624084,True,0.0,8.373872697120532e-05,inf,inf,inf,120000,128,avg,2,500,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,6.245540142059326,mclachlan,standard,0.9547868371009827,True,0.0,0.0004405024228617549,inf,inf,inf,120000,128,avg,2,1000,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,5.021894454956055,mclachlan,standard,0.9036703109741211,True,0.0,0.0014570270432159305,inf,inf,inf,120000,128,avg,2,5000,0.00011634107067948207
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,2.675877332687378,velocity_verlet,standard,0.9936118125915527,True,0.0,0.0,inf,inf,inf,120000,128,max,2,500,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,2.7127761840820312,velocity_verlet,standard,0.9829849004745483,True,0.0,0.00010333293175790459,inf,inf,inf,120000,128,max,2,1000,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.0,49.28488540649414,2.5860495567321777,velocity_verlet,standard,0.9027548432350159,True,0.0,0.001249499968253076,inf,inf,inf,120000,128,max,2,5000,9.283974941354245e-05
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,2.7021379470825195,velocity_verlet,standard,0.9942320585250854,True,0.0,0.0,inf,inf,inf,120000,128,avg,2,500,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,2.6892971992492676,velocity_verlet,standard,0.9845148324966431,True,0.0,9.078384755412117e-05,inf,inf,inf,120000,128,avg,2,1000,0.0
StochasticVolatility,2429,adjusted_mclmc:0.91.3,49.28488540649414,2.6163992881774902,velocity_verlet,standard,0.9021644592285156,True,0.0,0.0012067664647474885,inf,inf,inf,120000,128,avg,2,5000,8.68589268065989e-05
