model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,ESS
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,1.1556031703948975,velocity_verlet,standard,0.8955315351486206,True,0.0,0.019817912951111794,inf,inf,inf,40000,128,avg,1,1000,0.0040339091792702675
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,1.062481164932251,velocity_verlet,standard,0.8952972292900085,True,0.8,0.01740967109799385,inf,inf,inf,40000,128,avg,1,1000,0.00353820133022964
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,1.0921359062194824,velocity_verlet,standard,0.895742654800415,True,0.8,0.01778353936970234,inf,inf,inf,40000,128,avg,1,1000,0.003838737728074193
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,1.1421409845352173,velocity_verlet,standard,0.8924906849861145,True,0.2,0.01987459696829319,inf,inf,inf,40000,128,avg,1,1000,0.004584698472172022
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,1.1428148746490479,velocity_verlet,standard,0.8956461548805237,True,0.1,0.022182514891028404,inf,inf,inf,40000,128,avg,1,1000,0.00463844183832407
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,2.1924023628234863,mclachlan,standard,0.884545087814331,True,0.0,0.022725671529769897,inf,inf,inf,40000,128,avg,1,1000,0.0039032287895679474
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,2.1350016593933105,mclachlan,standard,0.8920389413833618,True,0.8,0.01866239868104458,inf,inf,inf,40000,128,avg,1,1000,0.0038246680051088333
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,2.2196483612060547,mclachlan,standard,0.8821892738342285,True,0.8,0.016995703801512718,inf,inf,inf,40000,128,avg,1,1000,0.0037147661205381155
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,2.1195240020751953,mclachlan,standard,0.8906663656234741,True,0.2,0.021754585206508636,inf,inf,inf,40000,128,avg,1,1000,0.004631168209016323
Brownian,32,adjusted_unadjusted_mclmc:0.91.3,5.656854152679443,2.1362602710723877,mclachlan,standard,0.8898263573646545,True,0.1,0.0219783466309309,inf,inf,inf,40000,128,avg,1,1000,0.0045455945655703545
