model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_linear_1.0,3,mclmc:st3,1.415935754776001,2.2751612663269043,omelyan,standard,1.0,False,0.0,0.0,inf,inf,inf,20000,128,False,2,0.0
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7822484970092773,1.6202256679534912,omelyan,standard,0.9982055425643921,False,0.0,0.11806375533342361,inf,inf,inf,20000,128,max,2,0.05611672252416611
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.2436749935150146,2.0397043228149414,omelyan,standard,0.9948370456695557,False,0.0,0.17825308442115784,inf,inf,inf,20000,128,avg,2,0.08227065205574036
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7810966968536377,1.6191787719726562,omelyan,standard,0.9972723126411438,False,0.8,0.2980625331401825,inf,inf,inf,20000,128,max,2,0.1262626051902771
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.2504708766937256,2.0458824634552,omelyan,standard,0.9918984174728394,False,0.8,0.23014956712722778,inf,inf,inf,20000,128,avg,2,0.11806374043226242
Gaussian_linear_1.0,3,mclmc:st3,1.5619184970855713,1.549056053161621,mclachlan,standard,1.0,False,0.0,0.4000000059604645,inf,inf,inf,20000,128,False,2,0.19083969295024872
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7902765274047852,1.6275238990783691,mclachlan,standard,0.9883612394332886,False,0.0,0.2990429997444153,inf,inf,inf,20000,128,max,2,0.12351777404546738
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.2464773654937744,2.0422518253326416,mclachlan,standard,0.9754334688186646,False,0.0,0.36075031757354736,inf,inf,inf,20000,128,avg,2,0.16469036042690277
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7751610279083252,1.6137826442718506,mclachlan,standard,0.9845625162124634,False,0.8,0.6887052059173584,inf,inf,inf,20000,128,max,2,0.27548205852508545
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.247504234313965,2.043185234069824,mclachlan,standard,0.9653981328010559,False,0.8,0.5681816935539246,inf,inf,inf,20000,128,avg,2,0.2525252103805542
Gaussian_linear_1.0,3,mclmc:st3,1.707977294921875,0.8747239708900452,velocity_verlet,standard,1.0,False,0.0,0.3802281320095062,inf,inf,inf,20000,128,False,2,0.197628453373909
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7895536422729492,1.6268668174743652,velocity_verlet,standard,0.9365174770355225,False,0.0,0.5903186798095703,inf,inf,inf,20000,128,max,2,0.3092145323753357
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.2367258071899414,1.89656400680542,velocity_verlet,standard,0.9015994071960449,False,0.0,0.8723087310791016,inf,inf,inf,20000,128,avg,2,0.34964442253112793
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.0,1.7665982246398926,1.6059904098510742,velocity_verlet,standard,0.9206045866012573,False,0.8,1.262620210647583,inf,inf,inf,20000,128,max,2,0.7390947937965393
Gaussian_linear_1.0,3,adjusted_mclmc:0.91.3,2.25044584274292,1.6990461349487305,velocity_verlet,standard,0.9078337550163269,False,0.8,1.0461325645446777,inf,inf,inf,20000,128,avg,2,0.5089293718338013
Gaussian_linear_1.0,3,nuts,0.0,0.0,velocity_verlet,standard,0.8140320777893066,False,0.0,0.24647265672683716,inf,inf,inf,20000,128,,-1,0.09562599658966064
