model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,num_tuning_steps,tuning_integrator_steps,ESS
Gaussian_log_500000,100,adjusted_mclmc:0.91.3,98.02078247070312,0.3151708245277405,velocity_verlet,standard,0.9023431539535522,False,0.0,0.0006089119706302881,inf,inf,inf,10000,128,avg,5,100000,26716844.0,8.281956979772076e-05
Gaussian_log_500000,100,nuts,42.69219970703125,0.04199386388063431,velocity_verlet,standard,0.8062431812286377,False,0.0,0.0006305365241132677,inf,inf,inf,5000,128,,-1,2000,1992757.75,8.049402094911784e-05
