model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.173133134841919,1.9798166751861572,mclachlan,gridsearch,0.9490549564361572,False,0.0,0.40671542286872864,0.5782579779624939,0.4267992079257965,0.5733742117881775,1000,128,True,1,0.24229854345321655
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.005206823348999,1.9798166751861572,mclachlan,gridsearch,0.9523904323577881,False,0.0,0.46137285232543945,0.5015013217926025,0.3489658236503601,0.4955731928348541,1000,128,False,1,0.2727452516555786
Gaussian_linear_1.0,2,mclmc:grid_edgeFalse,2.9063100814819336,2.119234561920166,mclachlan,gridsearch,1.0,False,0.0,0.5681818127632141,0.7357898950576782,0.6856294274330139,0.734939455986023,1000,128,True,1,0.3012048304080963
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.1579995155334473,2.149683713912964,omelyan,gridsearch,0.9743999242782593,False,0.0,0.22136591374874115,0.6442278027534485,0.5186946988105774,0.6396818161010742,1000,128,True,1,0.14757728576660156
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.2584097385406494,2.2403666973114014,omelyan,gridsearch,0.9702098369598389,False,0.0,0.2755585312843323,0.7118936777114868,0.5262566208839417,0.704651951789856,1000,128,False,1,0.1600017249584198
Gaussian_linear_1.0,2,mclmc:grid_edgeFalse,3.8868398666381836,2.2694711685180664,omelyan,gridsearch,1.0,False,0.0,0.28985506296157837,0.8428429961204529,0.757598340511322,0.8415915966033936,1000,128,True,1,0.16260161995887756
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.7072789669036865,2.4635164737701416,velocity_verlet,gridsearch,0.6888645887374878,False,0.0,1.0110671520233154,1.0752861499786377,0.8670461773872375,1.0690970420837402,1000,128,True,1,0.5651927590370178
Gaussian_linear_1.0,2,mhmchmc:grid_edgeFalse,2.2342073917388916,2.036437749862671,velocity_verlet,gridsearch,0.8051964640617371,False,0.0,1.2837761640548706,0.7730844020843506,0.5536261200904846,0.7689497470855713,1000,128,False,1,0.7532901167869568
Gaussian_linear_1.0,2,mclmc:grid_edgeFalse,3.8836944103240967,0.8137900233268738,velocity_verlet,gridsearch,1.0,False,0.0,0.48076921701431274,0.26618605852127075,0.2389833778142929,0.2659081816673279,1000,128,True,1,0.25
