model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
GermanCredit,51,mclmc:st3,6.596477508544922,0.6142901182174683,omelyan,standard,1.0,False,0.0,0.0,3.4159395694732666,0.008456758223474026,0.06395751982927322,80000,128,False,1,0.0
GermanCredit,51,mclmc:st3,7.956391334533691,0.6200951337814331,omelyan,standard,1.0,False,0.0,0.0,3.4545350074768066,0.010378096252679825,0.07381954789161682,80000,128,False,2,0.0
GermanCredit,51,adjusted_mclmc:0.91.3,9.171346664428711,0.7725568413734436,omelyan,standard,0.9024827480316162,False,0.0,0.006779300514608622,0.35314056277275085,0.10227960348129272,0.32456913590431213,40000,128,True,1,0.0008301184861920774
GermanCredit,51,adjusted_mclmc:0.91.3,16.19582176208496,0.679766058921814,omelyan,standard,0.9059855937957764,False,0.0,0.004334848839789629,0.5702182054519653,0.2607596218585968,0.5610440969467163,40000,128,True,2,0.0004989754525013268
GermanCredit,51,adjusted_mclmc:0.91.3,17.25556755065918,0.6728388667106628,omelyan,standard,0.9041509628295898,False,0.0,0.004184669349342585,0.5899799466133118,0.31823495030403137,0.5873348116874695,40000,128,True,3,0.0005054210778325796
GermanCredit,51,adjusted_mclmc:0.91.3,8.923120498657227,0.7796800136566162,omelyan,standard,0.9018094539642334,False,0.0,0.006804735865443945,0.33848029375076294,0.05818130448460579,0.29759037494659424,40000,128,False,1,0.0008031611796468496
GermanCredit,51,adjusted_mclmc:0.91.3,12.137453079223633,0.7245142459869385,omelyan,standard,0.9033887386322021,False,0.0,0.005623030010610819,0.4996498227119446,0.31755441427230835,0.49642008543014526,40000,128,False,2,0.0006773195345886052
GermanCredit,51,adjusted_mclmc:0.91.3,12.291207313537598,0.722305953502655,omelyan,standard,0.9032180905342102,False,0.0,0.005487931426614523,0.5060800313949585,0.3623029887676239,0.5044307708740234,40000,128,False,3,0.0006207279511727393
GermanCredit,51,adjusted_mclmc:0.91.3,8.681873321533203,0.7652426362037659,omelyan,standard,0.9008464813232422,False,0.8,0.007636925205588341,0.28998297452926636,0.11541861295700073,0.25212985277175903,40000,128,True,1,0.0009068848448805511
GermanCredit,51,adjusted_mclmc:0.91.3,15.707697868347168,0.6734250783920288,omelyan,standard,0.9053454399108887,False,0.8,0.006261793896555901,0.7805488109588623,0.10207715630531311,0.6536087393760681,40000,128,True,2,0.0008436549105681479
GermanCredit,51,adjusted_mclmc:0.91.3,17.833576202392578,0.6484657526016235,omelyan,standard,0.9075631499290466,False,0.8,0.0057153054513037205,0.9102675318717957,0.5909113883972168,0.9049355983734131,40000,128,True,3,0.000658063217997551
GermanCredit,51,adjusted_mclmc:0.91.3,9.024517059326172,0.7574666142463684,omelyan,standard,0.9007903337478638,False,0.8,0.006973851006478071,0.31075984239578247,0.11532393097877502,0.2797869145870209,40000,128,False,1,0.0008556212997063994
GermanCredit,51,adjusted_mclmc:0.91.3,12.041991233825684,0.7094930410385132,omelyan,standard,0.9038550853729248,False,0.8,0.008163835853338242,0.5302615165710449,0.16423457860946655,0.5111044645309448,40000,128,False,2,0.0009739786619320512
GermanCredit,51,adjusted_mclmc:0.91.3,12.33831787109375,0.7029249668121338,omelyan,standard,0.9052907228469849,False,0.8,0.008250841870903969,0.5512802600860596,0.4498879313468933,0.549427330493927,40000,128,False,3,0.0008691726252436638
GermanCredit,51,mclmc:st3,14.631757736206055,0.42014363408088684,mclachlan,standard,1.0,False,0.0,0.018705574795603752,0.0291997492313385,0.009310645051300526,0.027006078511476517,80000,128,False,1,0.0010537407360970974
GermanCredit,51,mclmc:st3,14.785795211791992,0.4063814878463745,mclachlan,standard,1.0,False,0.0,0.017793593928217888,0.028269464150071144,0.008602906949818134,0.026073405519127846,80000,128,False,2,0.0011996448738500476
GermanCredit,51,adjusted_mclmc:0.91.3,5.234258651733398,0.46510452032089233,mclachlan,standard,0.8856219053268433,False,0.0,0.007512289099395275,0.1306963562965393,0.03301076963543892,0.10749199241399765,40000,128,True,1,0.0009779707761481404
GermanCredit,51,adjusted_mclmc:0.91.3,10.254838943481445,0.4069209694862366,mclachlan,standard,0.8980444669723511,False,0.0,0.007764274720102549,0.36018115282058716,0.11029361933469772,0.3087973892688751,40000,128,True,2,0.000876668025739491
GermanCredit,51,adjusted_mclmc:0.91.3,16.70890998840332,0.36598896980285645,mclachlan,standard,0.904721736907959,False,0.0,0.005642641801387072,0.5371783971786499,0.26880407333374023,0.5274658203125,40000,128,True,3,0.0006060266168788075
GermanCredit,51,adjusted_mclmc:0.91.3,5.1807475090026855,0.467199444770813,mclachlan,standard,0.8850404024124146,False,0.0,0.007853930816054344,0.12838128209114075,0.020137788727879524,0.1090431809425354,40000,128,False,1,0.0009148959070444107
GermanCredit,51,adjusted_mclmc:0.91.3,9.887873649597168,0.41061627864837646,mclachlan,standard,0.8967627882957458,False,0.0,0.007900607772171497,0.35890933871269226,0.03597511723637581,0.2974236011505127,40000,128,False,2,0.0008801107760518789
GermanCredit,51,adjusted_mclmc:0.91.3,12.075920104980469,0.39264219999313354,mclachlan,standard,0.8988229036331177,False,0.0,0.007342844270169735,0.45436275005340576,0.25601062178611755,0.4482133090496063,40000,128,False,3,0.000817104009911418
GermanCredit,51,adjusted_mclmc:0.91.3,5.086694717407227,0.4627363085746765,mclachlan,standard,0.8817968964576721,False,0.8,0.006532588042318821,0.09240498393774033,0.015286157839000225,0.07869577407836914,40000,128,True,1,0.0008026150171644986
GermanCredit,51,adjusted_mclmc:0.91.3,10.11618423461914,0.40246403217315674,mclachlan,standard,0.8991184234619141,False,0.8,0.009603042155504227,0.3591998219490051,0.04025895521044731,0.25929024815559387,40000,128,True,2,0.0008527635945938528
GermanCredit,51,adjusted_mclmc:0.91.3,16.794349670410156,0.3611365556716919,mclachlan,standard,0.9063299894332886,False,0.8,0.007881147786974907,0.7627524137496948,0.10955481976270676,0.641030490398407,40000,128,True,3,0.0008097070385701954
GermanCredit,51,adjusted_mclmc:0.91.3,5.233470916748047,0.4588899612426758,mclachlan,standard,0.8837008476257324,False,0.8,0.00636245496571064,0.09884007275104523,0.023826081305742264,0.08388423919677734,40000,128,False,1,0.0007521570660173893
GermanCredit,51,adjusted_mclmc:0.91.3,10.149063110351562,0.39976391196250916,mclachlan,standard,0.9006101489067078,False,0.8,0.0095403166487813,0.3522945046424866,0.09066470712423325,0.2910386919975281,40000,128,False,2,0.0009420254500582814
GermanCredit,51,adjusted_mclmc:0.91.3,12.069171905517578,0.3848734498023987,mclachlan,standard,0.9026749134063721,False,0.8,0.010822963900864124,0.47361838817596436,0.1376466602087021,0.4587496519088745,40000,128,False,3,0.0011094668880105019
GermanCredit,51,mclmc:st3,13.277558326721191,0.21740995347499847,velocity_verlet,standard,1.0,False,0.0,0.019535064697265625,0.014822278171777725,0.005912406370043755,0.013986801728606224,80000,128,False,1,0.002312085358425975
GermanCredit,51,mclmc:st3,13.07492733001709,0.2191600501537323,velocity_verlet,standard,1.0,False,0.0,0.020234722644090652,0.014897366985678673,0.00429096445441246,0.014036104083061218,80000,128,False,2,0.0024948855862021446
