model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_log_600,100,adjusted_mclmc:grid_edgeTrue,21.53289031982422,3.943390130996704,mclachlan,gridsearch,0.8980659246444702,False,0.0,0.02448306791484356,0.6570364236831665,0.6454050540924072,0.6570082902908325,40000,128,True,1,0.0030851303599774837
Gaussian_log_600,100,adjusted_mclmc:grid_edgeTrue,30.86602210998535,3.943390130996704,mclachlan,gridsearch,0.8893322944641113,False,0.8,0.01941615156829357,0.7114399075508118,0.6960529088973999,0.7114116549491882,40000,128,False,1,0.0023969660978764296
Gaussian_log_600,100,mclmc:grid_edgeTrue,33.5970458984375,3.188328266143799,mclachlan,gridsearch,1.0,False,0.0,0.03641660511493683,0.24192309379577637,0.24176360666751862,0.24192304909229279,100000,128,True,1,0.004049566574394703
