model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,4.762850284576416,4.759967803955078,mclachlan,gridsearch,0.9347488880157471,False,0.0,0.39346250891685486,0.6408267021179199,0.5198461413383484,0.6385423541069031,1000,128,True,1,0.1043209582567215
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,4.762850284576416,4.759967803955078,mclachlan,gridsearch,0.9348159432411194,False,0.0,0.39346250891685486,0.649852991104126,0.5575056672096252,0.6477653384208679,1000,128,False,1,0.10324326157569885
Gaussian_linear_1.0,10,mclmc:grid_edgeFalse,0.3607345223426819,4.677246570587158,mclachlan,gridsearch,1.0,False,0.0,0.5882353186607361,0.7764863967895508,0.7211700677871704,0.7756535410881042,1000,128,True,1,0.12135922163724899
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,5.205012321472168,5.07565975189209,omelyan,gridsearch,0.990621030330658,False,0.0,0.20970933139324188,0.9841322898864746,0.9026779532432556,0.9829365015029907,1000,128,True,1,0.057530876249074936
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,4.82727575302124,4.733508110046387,omelyan,gridsearch,0.9933050870895386,False,0.0,0.21316857635974884,0.8142847418785095,0.7549266219139099,0.8135422468185425,1000,128,False,1,0.053583357483148575
Gaussian_linear_1.0,10,mclmc:grid_edgeTrue,0.15727825462818146,4.770545959472656,omelyan,gridsearch,1.0,False,0.0,0.23529411852359772,0.8158954381942749,0.758739709854126,0.8150969743728638,1000,128,True,1,0.06578947603702545
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,3.9307901859283447,3.926384925842285,velocity_verlet,gridsearch,0.809514045715332,False,0.0,0.7927613258361816,0.45094966888427734,0.40006065368652344,0.4501676559448242,1000,128,True,1,0.19624346494674683
Gaussian_linear_1.0,10,mhmchmc:grid_edgeFalse,4.3134355545043945,4.2730255126953125,velocity_verlet,gridsearch,0.7611392736434937,False,0.0,0.8255262970924377,0.5338112115859985,0.483195036649704,0.5329039096832275,1000,128,False,1,0.21820078790187836
Gaussian_linear_1.0,10,mclmc:grid_edgeTrue,-3.0026028156280518,-1.8077471256256104,velocity_verlet,gridsearch,1.0,False,0.0,0.31847134232521057,0.23276007175445557,0.22348277270793915,0.2327147275209427,1000,128,True,1,0.0
