ESS,L,L err,eps,eps err,Var[E]/d,Var[E]/d err
0.30120481927710846,48.218662561806326,2.913496211946088,17.813362360672038,0.02525879213872364,0.02293094654261952,0.0008043756798829578
0.29069767441860467,50.766189987029094,3.7119227900212146,17.808843435139224,0.09223781709225652,0.023304016493374366,0.00238934543465235
0.2457002457002457,54.60080978469544,3.687936837352341,17.84677740285102,0.06439779883078178,0.02442121059388106,0.0012835508379536783
0.15174506828528073,59.43196460187994,4.144782601395517,17.828309444381155,0.08867193047461072,0.02458196102334735,0.001977145510366483
0.16181229773462782,69.05405875271673,10.71533642437938,17.94228080449681,0.1367089973170953,0.027442532895761002,0.003920849187120009
0.22075055187637968,72.65688914596325,4.6242372640491745,17.79640608593858,0.17373237727390003,0.023374451021519728,0.004454845256263718
0.22935779816513763,80.27321888575291,4.256194185054842,17.784785686475633,0.06824875557359525,0.022745865193050233,0.002227440042093633
0.2604166666666667,82.43286376441473,6.5306359146976725,17.886891956764185,0.17079802362236565,0.026199446770242628,0.004355114647009576
0.25773195876288657,78.86514200004581,9.458889473518,17.766912356777112,0.077717800107287,0.022424416274675667,0.0017410127930597126
0.24271844660194175,79.01524739977425,6.904385672085076,17.758105850132786,0.1293896242946231,0.022771825120197244,0.0034278848549822846
0.2518891687657431,77.6144348440339,6.803075211139208,17.751953585061084,0.12886972033852848,0.0225685449215679,0.0028470746658263925
0.27100271002710025,77.78936933553159,5.100094346472234,17.696852314615025,0.09912621469233979,0.020939343749191323,0.00256530237710614
0.2840909090909091,78.27556848419906,5.346385613760931,17.68209954590844,0.07025400359865643,0.02113090407237219,0.0014684969880124766
0.2785515320334262,79.1759700541159,3.9612898161752197,17.76023107831275,0.12392466254713763,0.023589565026762627,0.0032784200621685843
0.2932551319648094,77.177693655298,1.893228445197616,17.56068084995279,0.13210883036084536,0.019312984292896605,0.0024905053035206397
0.2976190476190476,75.58965540426993,2.9718366514456194,17.591649476212115,0.17173716333380223,0.01985923716880512,0.0031191531950411143
