,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.0017409471329301596,0.0014827995328232646
1,-1.8333332538604736,0.0029832934960722923,0.0022977942135185003
2,-1.1666667461395264,0.0065789478830993176,0.0039682537317276
3,-0.49999988079071045,0.007518797181546688,0.004291845485568047
4,0.16666662693023682,0.0077160499058663845,0.004355400800704956
5,0.8333334922790527,0.011013216339051723,0.005241089966148138
6,1.5000001192092896,0.01116071455180645,0.005274261813610792
7,2.1666667461395264,0.013513513840734959,0.005747126415371895
8,2.8333334922790527,0.012437811121344566,0.005543237552046776
9,3.5,0.012345679104328156,0.005524862091988325
10,4.1666669845581055,0.012987012043595314,0.005649717524647713
11,4.833333492279053,0.012224938720464706,0.005500549916177988
12,5.5,0.01291989628225565,0.005636978894472122
13,6.1666669845581055,0.013333333656191826,0.0057142856530845165
14,6.833333492279053,0.013586956076323986,0.005760368891060352
15,7.5,0.011627906933426857,0.005376344546675682
