,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.039682537317276,0.013297870755195618
1,-1.8333332538604736,0.035335686057806015,0.012771391309797764
2,-1.1666667461395264,0.02427184395492077,0.010964912362396717
3,-0.49999988079071045,0.022573363035917282,0.010604454204440117
4,0.16666662693023682,0.020283974707126617,0.010070492513477802
5,0.8333334922790527,0.01949317567050457,0.009871668182313442
6,1.5000001192092896,0.020746884867548943,0.010183298960328102
7,2.1666667461395264,0.02427184395492077,0.010964912362396717
8,2.8333334922790527,0.026385221630334854,0.011376562528312206
9,3.5,0.02816901169717312,0.011695905588567257
10,4.1666669845581055,0.03086419589817524,0.012135920114815235
11,4.833333492279053,0.03164556622505188,0.012254899367690086
12,5.5,0.033222589641809464,0.012484394013881683
13,6.1666669845581055,0.033670030534267426,0.012547049671411514
14,6.833333492279053,0.03496503457427025,0.012722644954919815
15,7.5,0.0361010804772377,0.012870010919868946
