,reduced lam,ESS,ESS (with warmup)
0,-2.5,0.002855511149391532,0.002498750574886799
1,-1.8333332538604736,0.0,0.0
2,-1.1666667461395264,0.002189141931012273,0.001973164966329932
3,-0.49999988079071045,0.003163555869832635,0.002731494139879942
4,0.16666662693023682,0.0032175034284591675,0.002771618776023388
5,0.8333334922790527,0.003909303806722164,0.003270111046731472
6,1.5000001192092896,0.004128819331526756,0.003422313602641225
7,2.1666667461395264,0.003673769300803542,0.00310366228222847
8,2.8333334922790527,0.004557885229587555,0.0037119523622095585
9,3.5,0.004814636427909136,0.0038804810028523207
10,4.1666669845581055,0.006180469878017902,0.004721435252577066
11,4.833333492279053,0.006142505910247564,0.004699248354882002
12,5.5,0.006281407084316015,0.004780115094035864
13,6.1666669845581055,0.007178750820457935,0.005282620433717966
14,6.833333492279053,0.007062146905809641,0.005219206679612398
15,7.5,0.008467400446534157,0.005948840174823999
