bmax	bavg	grads	time	name
1.1105492115020752	0.5558872818946838	48.0	7.686751365661621	Banana
7.923771420495053e+17	1.6880083687964672e+16	79.0	6.676896333694458	Gaussian_Gamma_1
1884.495361328125	39.16083526611328	97.0	8.273740291595459	GermanCredit
1360098754560.0	42538233856.0	75.0	7.1469268798828125	Brownian
2.6134094312112128e+17	521639380910080.0	72.0	9.099462509155273	ItemResponseTheory
inf	inf	75.0	11.619935274124146	StochasticVolatility
