ESS,L,L err,eps,eps err,Var[E]/d,Var[E]/d err
0.0,12.873400273844466,0.8963196131542776,7.158021983808469,0.19871333360861124,0.0009289908827913187,0.00022399780390453564
0.0,12.937458052649808,0.9965460254623764,7.1359436891943435,0.1167756209756841,0.000875655625719657,0.00010509334346544176
0.0,13.600225454099899,0.5623242491930215,7.1574194140963465,0.0919826874144825,0.0009023452592948572,8.508707878764002e-05
0.0,13.99131044533829,0.5417286972519726,7.2184447617147365,0.04390503613621646,0.0009451076023251597,5.289397890513937e-05
0.08278145695364239,13.893513310976697,0.5879550196768172,7.134562606513244,0.1437519512650423,0.0008552158629234955,0.00016000834991174295
0.13850415512465375,14.001764971759346,0.4631977976737052,7.271117149948418,0.06361998938109382,0.000982388839505399,6.942539329707804e-05
0.18115942028985507,14.329732742314294,0.5335608975927464,7.18757803254765,0.12334806810706449,0.0008868317456193471,0.00015487515619078178
0.1773049645390071,14.309532856117452,0.3305250687188718,7.2446270927881145,0.037744639950695616,0.0009348070527399897,5.549463173585213e-05
0.16129032258064516,14.27757550420767,0.28227463926435736,7.205927571308571,0.12770957837103836,0.0008991679401316772,0.0001508464192325017
0.18726591760299627,14.323516905291275,0.3217172069910351,7.1906330188528536,0.04847233126673158,0.0008731786686767586,5.69438753957374e-05
0.18832391713747645,14.3380784233706,0.2396859665855463,7.173693157402983,0.1051231684183952,0.0008690404941612591,0.00013265992185528604
0.1937984496124031,14.408993915611143,0.20962116345604437,7.166449266176031,0.11049874096324014,0.00087188774298519,0.0001259326215598869
0.2028397565922921,14.222063835504917,0.11288910649024554,7.067766357383909,0.10908615655771546,0.0007701995770683669,0.00010034475401603143
0.20080321285140562,14.15314427635866,0.11465131389917876,6.995355680961605,0.14006904107313722,0.0007316326560543494,0.00013713271363111423
0.20618556701030927,14.073308986869321,0.1068178115869727,7.081093018896354,0.10964800542004209,0.0008196336351890025,9.463263687650044e-05
0.1996007984031936,13.991359082314727,0.08099244068042116,6.992173623047615,0.15396478211277775,0.0007553924158664711,0.00015679393961636544
