ESS,L,L err,eps,eps err,Var[E]/d,Var[E]/d err
0.06939625260235947,10.746723106851423,0.3082501248394026,8.745631376969335,1.7363536474561445,0.014819921095830812,0.004972127349970207
0.13351134846461948,11.18937492363262,0.38782817859038654,9.265273443854042,0.08678772977321836,0.016257468696991368,0.0023273857835878664
0.07704160246533127,11.968813692436449,0.7775813537647422,9.258846471325743,0.08863183590160219,0.016337759553215973,0.0022398907164780336
0.1059322033898305,12.31292963069139,0.7583276362003768,8.771791833229084,1.5763592403411,0.014788620297143184,0.004938033144344233
0.08613264427217916,13.049922068579356,0.8862980277865069,9.331206889736814,0.1194420925203191,0.018202472191795556,0.003624186043832656
0.13210039630118892,13.754618123021391,0.6234171705320597,9.353887042313177,0.09160827322156076,0.018204269904889336,0.0028765355258212515
0.23696682464454977,13.940580255099892,0.4099344816587108,9.303692748424403,0.12663180210300146,0.017456122738774477,0.004264515821592335
0.25906735751295334,14.418225331861706,0.28174619611764606,9.33505474488533,0.11738554153621486,0.01862289489881651,0.00392544719945601
0.2849002849002849,14.427961934420953,0.1444867267168548,9.262719791746667,0.21960366721266988,0.017064970867681176,0.004910950014882034
0.2898550724637681,14.387587897846497,0.20264720955804452,9.36257514253916,0.09806777847308079,0.01968393215989765,0.0031602654558364786
0.24875621890547264,14.22779209524071,0.5343217111952301,8.74110221856267,1.7788382804355702,0.01620874254390919,0.0057470350991727075
0.2801120448179272,14.217515800189092,0.27664916200392414,8.926526813291503,1.1956835368991927,0.016673222261382868,0.00584545403406416
0.29673590504451036,14.195915454913678,0.10789742878957558,9.321471330267784,0.09579610503332475,0.01972988543787508,0.0028621937799437076
0.31446540880503143,14.15360962980355,0.12003678885373979,9.28375691101588,0.1015560819140812,0.019323627743590796,0.0030878712080977273
0.3225806451612903,14.046673520458414,0.10155251262784605,9.241142225642287,0.13381235138120576,0.0185806757633404,0.003941824853754687
0.12610340479192939,13.601015715633292,1.1575755368233624,8.526345414722805,2.4263526194103755,0.018043217928855295,0.006618915613030279
