ESS,L,L err,eps,eps err,Var[E]/d,Var[E]/d err
0.40160642570281124,4.8,0.0,2.4,0.0,0.01232537662830087,0.0005733738412559527
0.35714285714285715,4.8,0.0,2.4,0.0,0.013741012822115218,0.0007202215409764771
0.24096385542168675,4.8,0.0,2.4,0.0,0.014968633401342562,0.0008265723092304827
0.14326647564469913,4.8,0.0,2.4,0.0,0.0156985913771065,0.0009647463411913957
0.18867924528301888,4.8,0.0,2.4,0.0,0.015928174239663015,0.0011004814155156472
0.25125628140703515,4.8,0.0,2.4,0.0,0.01616989861612162,0.0010923808611346543
0.2824858757062147,4.8,0.0,2.4,0.0,0.016809977546211937,0.0011933555186121184
0.3225806451612903,4.8,0.0,2.4,0.0,0.017980886817190213,0.0013897446615617791
0.3472222222222222,4.8,0.0,2.4,0.0,0.01974274041096776,0.0016006465136480994
0.36900369003690037,4.8,0.0,2.4,0.0,0.022022656250347668,0.0017272123634689445
0.37735849056603776,4.8,0.0,2.4,0.0,0.02410954235743103,0.001866525021401283
0.37735849056603776,4.8,0.0,2.4,0.0,0.026892242074448357,0.002076157842813009
0.390625,4.8,0.0,2.4,0.0,0.029946794855952134,0.0023129403255898505
0.40160642570281124,4.8,0.0,2.4,0.0,0.03307088861779955,0.0027595492091584913
0.411522633744856,4.8,0.0,2.4,0.0,0.03692549802158528,0.002796919985847319
0.4166666666666667,4.8,0.0,2.4,0.0,0.04117255362048613,0.00340208837610021
