model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_log_10,100,mclmc:fast_gridFalse,8.260095596313477,10.336747169494629,mclachlan,gridsearch,1.0,False,0.0,0.2702702581882477,0,0,0,100000,128,True,1,0.028918450698256493
Gaussian_log_10,100,adjusted_mclmc:fast_gridFalse,11.760565757751465,9.524327278137207,mclachlan,gridsearch,0.9091393947601318,False,0.0,0.1619705706834793,0,0,0,40000,128,True,1,0.01963755674660206
