model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,worst,num_windows,ESS
IllConditionedGaussian28,100,mclmc,11.802726745605469,7.698612213134766,mclachlan,standard,1.0,False,0.0,0.17482517659664154,inf,inf,inf,20000,False,1,0.0162443146109581
IllConditionedGaussian28,100,mhmclmc:0.9,23.443796157836914,7.653977870941162,mclachlan,standard,0.9114006757736206,False,0.0,0.0693751871585846,0.895043671131134,0.8578187227249146,0.8934955596923828,20000,True,1,0.0074341860599815845
IllConditionedGaussian28,100,mhmclmc:0.9,23.175365447998047,7.747349262237549,mclachlan,standard,0.9081500768661499,False,0.0,0.0484360009431839,0.8924942016601562,0.8704373836517334,0.8919490575790405,20000,True,2,0.006103148218244314
IllConditionedGaussian28,100,mhmclmc:0.9,12.421720504760742,7.840508937835693,mclachlan,standard,0.9116194844245911,False,0.0,0.11819449067115784,0.7042035460472107,0.7023403644561768,0.7041985988616943,20000,False,1,0.014562956988811493
IllConditionedGaussian28,100,mhmclmc:0.9,12.338415145874023,7.91207218170166,mclachlan,standard,0.9083467125892639,False,0.0,0.09714629501104355,0.6955094337463379,0.6926863789558411,0.6954979300498962,20000,False,2,0.01062235701829195
IllConditionedGaussian28,100,nuts,0.0,0.0,velocity_verlet,standard,0.8084781765937805,False,0.0,0.026815224438905716,inf,inf,inf,20000,,-1,0.0032586988527327776
