model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,worst,ESS
IllConditionedGaussian78,100,mhmchmc:grid_edgeTrue,-15.000791549682617,-2.403093099594116,mclachlan,gridsearch,0.994712769985199,False,0.0,0.0,0.8050758242607117,0.7744327783584595,0.8048326969146729,200,True,0.0
IllConditionedGaussian78,100,mclmc,3.411774158477783,1.8545478582382202,mclachlan,standard,1.0,False,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian78,100,mhmclmc:0.9,13.009489059448242,3.76289439201355,mclachlan,standard,0.9831212162971497,False,0.0,0.0,0.7699024081230164,0.6116424798965454,0.7578040361404419,200,False,0.0
IllConditionedGaussian78,100,mhmclmc:0.9,32.83983612060547,3.418823719024658,mclachlan,standard,0.9853307008743286,False,0.0,0.0,1.000001072883606,0.7764557600021362,0.989828884601593,200,True,0.0
IllConditionedGaussian78,100,mhmclmc:st3:0.9,5.901101589202881,5.286442279815674,mclachlan,standard,0.9530194401741028,False,0.0,0.0,0.21981596946716309,0.0050506312400102615,0.04155491292476654,200,False,0.0
IllConditionedGaussian78,100,nuts,0.0,0.0,mclachlan,standard,0.8127862811088562,False,0.0,0.0,inf,inf,inf,200,,0.0
IllConditionedGaussian78,100,mclmc,12.088117599487305,10.059473037719727,mclachlan,standard,1.0,True,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian78,100,mhmclmc:0.9,10.0,8.945596694946289,mclachlan,standard,0.9610697627067566,True,0.0,0.0,0.2979751229286194,0.23700277507305145,0.2954137921333313,200,False,0.0
IllConditionedGaussian78,100,mhmclmc:0.9,10.0,9.011305809020996,mclachlan,standard,0.9601470828056335,True,0.0,0.0,0.2980692386627197,0.238931342959404,0.29560720920562744,200,True,0.0
IllConditionedGaussian78,100,mhmclmc:st3:0.9,14.752853393554688,7.656425476074219,mclachlan,standard,0.9838485717773438,True,0.0,0.0,0.1471238136291504,0.0050506312400102615,0.039198946207761765,200,False,0.0
IllConditionedGaussian78,100,nuts,0.0,0.0,mclachlan,standard,0.8382766842842102,True,0.0,0.0,inf,inf,inf,200,,0.0
