model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,inv_ess_corr,num_steps,ESS
StandardNormal,2,mhmchmc:grid_edgeFalse,2.464278221130371,2.0206291675567627,mclachlan,gridsearch,0.9407534599304199,False,0.0,0.3761320412158966,0.0014302526833489537,1000,0.22776886820793152
StandardNormal,2,mclmc,1.3717889785766602,1.0791535377502441,mclachlan,standard,1.0,False,0.0,0.3246753215789795,0.0033509591594338417,1000,0.17182131111621857
StandardNormal,2,mhmclmc:0.9,1.4051042795181274,1.2773674726486206,mclachlan,standard,0.9877630472183228,False,0.0,0.29515933990478516,0.003747471608221531,1000,0.16897599399089813
StandardNormal,2,mhmclmc:st3:0.9,2.041790008544922,1.8115595579147339,mclachlan,standard,0.954232931137085,False,0.0,0.45096564292907715,0.0020004352554678917,1000,0.2482844442129135
StandardNormal,2,nuts,0.0,0.0,mclachlan,standard,0.7900458574295044,False,0.0,0.025110960006713867,0.0006614758167415857,1000,0.0
