model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,inv_ess_corr,num_steps,ESS
Brownian,32,mhmchmc:grid_edgeFalse,1.9621888399124146,0.3765026926994324,mclachlan,gridsearch,0.8476617336273193,False,0.0,0.032411977648735046,0.34049856662750244,20000,0.005105878692120314
Brownian,32,mclmc,2.2387332916259766,0.3079302906990051,mclachlan,standard,1.0,False,0.0,0.07610350102186203,inf,20000,0.012648621574044228
Brownian,32,mhmclmc:0.9,0.8249815702438354,0.38857898116111755,mclachlan,standard,0.8703365325927734,False,0.0,0.01893686130642891,inf,20000,0.0036301540676504374
Brownian,32,mhmclmc:st3:0.9,1.9314868450164795,0.3390388488769531,mclachlan,standard,0.8882648944854736,False,0.0,0.02779015153646469,inf,20000,0.005075446795672178
Brownian,32,nuts,0.0,0.0,mclachlan,standard,0.7883543968200684,False,0.0,0.021219640970230103,inf,20000,0.004083831328898668
