model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,num_chains,worst,num_windows,ESS
Gaussian_outliers_12916,100,mclmc:st3,143.322265625,12.273539543151855,mclachlan,standard,1.0,False,0.0,0.02812148444354534,inf,inf,inf,100000,128,False,1,0.0005855486379005015
Gaussian_outliers_12916,100,mclmc:st3,114.0411605834961,12.308426856994629,mclachlan,standard,1.0,False,0.0,0.0325520820915699,inf,inf,inf,100000,128,False,2,0.0
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,132.3426971435547,13.386770248413086,mclachlan,standard,0.9031282663345337,False,0.0,0.010946487076580524,0.8035845756530762,0.7172346115112305,0.8014129400253296,40000,128,True,1,0.00037006274214945734
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,268.8003845214844,13.41824722290039,mclachlan,standard,0.9036188125610352,False,0.0,0.0066538904793560505,0.7721114158630371,0.7353430986404419,0.7714993357658386,40000,128,True,2,0.0005730842822231352
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,123.74375915527344,13.429559707641602,mclachlan,standard,0.9021607637405396,False,0.0,0.011446747928857803,0.7979071140289307,0.7149292826652527,0.7953171730041504,40000,128,False,1,0.00025571489823050797
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,152.4420623779297,13.418027877807617,mclachlan,standard,0.9029106497764587,False,0.0,0.010138736106455326,0.7898162603378296,0.7070669531822205,0.7882954478263855,40000,128,False,2,0.000326667504850775
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,127.1659164428711,13.301093101501465,mclachlan,standard,0.9030253291130066,False,0.8,0.013369109481573105,0.7326151132583618,0.16725599765777588,0.3529261350631714,40000,128,True,1,0.00021774340711999685
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,261.33648681640625,12.959875106811523,mclachlan,standard,0.9039613008499146,False,0.8,0.009174973703920841,1.0825800895690918,0.166759192943573,0.5182714462280273,40000,128,True,2,0.00033106206683441997
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,119.13322448730469,13.214691162109375,mclachlan,standard,0.9015491008758545,False,0.8,0.016761066392064095,0.7413672208786011,0.16922415792942047,0.417144238948822,40000,128,False,1,0.00016414375568274409
Gaussian_outliers_12916,100,adjusted_mclmc:0.9,149.38385009765625,13.148937225341797,mclachlan,standard,0.90171217918396,False,0.8,0.014306092634797096,1.0441503524780273,0.1683034747838974,0.5515023469924927,40000,128,False,2,0.00024352828040719032
Gaussian_outliers_12916,100,nuts,0.0,0.0,velocity_verlet,standard,0.8057155013084412,False,0.0,0.0245539341121912,inf,inf,inf,40000,128,,-1,0.0
Gaussian_outliers_12916,100,nuts,0.0,0.0,mclachlan,standard,0.8153904676437378,False,0.0,0.021402856335043907,inf,inf,inf,40000,128,,-1,0.0
