model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,inv_ess_corr,num_steps,ESS
Brownian,32,mhmchmc:grid_edgeFalse,1.8930522203445435,0.35748380422592163,mclachlan,gridsearch,0.8674836158752441,False,0.0,0.032784707844257355,0.3535531759262085,20000,0.005451498553156853
Brownian,32,mclmc,2.264702796936035,0.3154749870300293,mclachlan,standard,1.0,False,0.0,0.08278145641088486,inf,20000,0.00974658876657486
Brownian,32,mhmclmc:0.9,0.8252286911010742,0.3921533226966858,mclachlan,standard,0.861934244632721,False,0.0,0.020546268671751022,inf,20000,0.0030375272035598755
Brownian,32,mhmclmc:st3:0.9,7.144044399261475,0.33574920892715454,mclachlan,standard,0.8898963928222656,False,0.0,0.004685698077082634,inf,20000,0.0008250278187915683
Brownian,32,nuts,0.0,0.0,mclachlan,standard,0.7873268127441406,False,0.0,0.019474424421787262,inf,20000,0.002837504493072629
