model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,worst,ESS
IllConditionedGaussian1669,100,mhmchmc:grid_edgeTrue,-2.5692832469940186,-2.3153798580169678,mclachlan,gridsearch,0.9768931269645691,False,0.0,0.0,0.14903368055820465,0.1379712074995041,0.14872054755687714,200,True,0.0
IllConditionedGaussian1669,100,mclmc,1.3902902603149414,0.6942813992500305,mclachlan,standard,1.0,False,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian1669,100,mhmclmc:0.9,10.097691535949707,1.7525144815444946,mclachlan,standard,0.9890772104263306,False,0.0,0.0,0.4545494019985199,0.0050506312400102615,0.024313367903232574,200,False,0.0
IllConditionedGaussian1669,100,mhmclmc:0.9,13.1792631149292,1.2907721996307373,mclachlan,standard,0.9942861795425415,False,0.0,0.0,0.5381598472595215,0.02847324125468731,0.12415599822998047,200,True,0.0
IllConditionedGaussian1669,100,mhmclmc:st3:0.9,5.442794322967529,2.2499091625213623,mclachlan,standard,0.9650234580039978,False,0.0,0.0,0.3739771842956543,0.1580927073955536,0.3054792284965515,200,False,0.0
IllConditionedGaussian1669,100,nuts,0.0,0.0,mclachlan,standard,0.8022387623786926,False,0.0,0.0,inf,inf,inf,200,,0.0
IllConditionedGaussian1669,100,mclmc,2.691807985305786,1.388343095779419,mclachlan,standard,1.0,True,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian1669,100,mhmclmc:0.9,10.0,8.974504470825195,mclachlan,standard,0.9796191453933716,True,0.0,0.0,0.16642968356609344,0.0050506312400102615,0.02276449091732502,200,False,0.0
IllConditionedGaussian1669,100,mhmclmc:0.9,10.0,7.200682640075684,mclachlan,standard,0.779322624206543,True,0.0,0.0,0.1658848077058792,0.0050506312400102615,0.02275674231350422,200,True,0.0
IllConditionedGaussian1669,100,mhmclmc:st3:0.9,9.30634593963623,8.46342945098877,mclachlan,standard,0.9796310663223267,True,0.0,0.0,0.1640767902135849,0.10744098573923111,0.15571945905685425,200,False,0.0
IllConditionedGaussian1669,100,nuts,0.0,0.0,mclachlan,standard,0.8450961112976074,True,0.0,0.0,inf,inf,inf,200,,0.0
