model,dims,sampler,L,step_size,integrator,tuning,acc_rate,preconditioning,inv_L_prop,ess_avg,ess_corr_avg,ess_corr_min,ess_corr_inv_mean,num_steps,worst,ESS
IllConditionedGaussian35939,100,mhmchmc:grid_edgeTrue,-4.393627643585205,-0.5114516615867615,mclachlan,gridsearch,0.9984303712844849,False,0.0,0.0,0.4320082366466522,0.4000994563102722,0.4313913583755493,200,True,0.0
IllConditionedGaussian35939,100,mclmc,0.2393476814031601,0.12365569919347763,mclachlan,standard,1.0,False,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian35939,100,mhmclmc:0.9,5.677304744720459,0.7502299547195435,mclachlan,standard,0.9943532943725586,False,0.0,0.0,0.44038859009742737,0.2654035687446594,0.4119802415370941,200,False,0.0
IllConditionedGaussian35939,100,mhmclmc:0.9,5.712431907653809,0.7957216501235962,mclachlan,standard,0.9934667944908142,False,0.0,0.0,0.44112297892570496,0.2654035687446594,0.41241639852523804,200,True,0.0
IllConditionedGaussian35939,100,mhmclmc:st3:0.9,2.8198494911193848,0.9041436910629272,mclachlan,standard,0.9891641736030579,False,0.0,0.0,0.341351717710495,0.22501571476459503,0.3291381895542145,200,False,0.0
IllConditionedGaussian35939,100,nuts,0.0,0.0,mclachlan,standard,0.8007980585098267,False,0.0,0.0,inf,inf,inf,200,,0.0
IllConditionedGaussian35939,100,mclmc,0.007972908206284046,0.02593248151242733,mclachlan,standard,1.0,True,0.0,0.0,inf,inf,inf,200,False,0.0
IllConditionedGaussian35939,100,mhmclmc:0.9,10.0,3.3424301147460938,mclachlan,standard,0.9872776865959167,True,0.0,0.0,0.2805226147174835,0.232888862490654,0.2731950581073761,200,False,0.0
IllConditionedGaussian35939,100,mhmclmc:0.9,10.0,3.3447163105010986,mclachlan,standard,0.9872236251831055,True,0.0,0.0,0.2811586856842041,0.232888862490654,0.2739676237106323,200,True,0.0
IllConditionedGaussian35939,100,mhmclmc:st3:0.9,8.793747901916504,2.306708335876465,mclachlan,standard,0.9947455525398254,True,0.0,0.0,0.2380930483341217,0.18384304642677307,0.2321033626794815,200,False,0.0
IllConditionedGaussian35939,100,nuts,0.0,0.0,mclachlan,standard,0.8426205515861511,True,0.0,0.0,inf,inf,inf,200,,0.0
